E6A55_15055,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15060,"bamE",Dispensable
E6A55_15065,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15070,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15075,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15080,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15085,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15090,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15095,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15100,"cobU",Dispensable
E6A55_15105,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15110,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15115,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15120,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15125,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15130,"cobT",Dispensable
E6A55_15135,"cobO",Dispensable
E6A55_15140,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15145,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15150,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15155,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15160,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15170,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15175,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15180,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15185,"catalyzes the formation of malonyl-CoA from malonateand CoA; Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15190,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15195,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15200,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15205,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15210,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15215,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15220,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15225,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15230,"ilvD",Dispensable
E6A55_15235,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15240,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15245,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_15250,"lptF",Dispensable
E6A55_15255,"lptG",Dispensable
E6A55_15260,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15265,"cobA",Dispensable
E6A55_15270,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15275,"cysD",Dispensable
E6A55_15280,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15285,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15290,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15295,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15300,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15305,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15310,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15315,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15320,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15330,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15335,"aspT",Dispensable
E6A55_15340,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15345,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15350,"member of the Gnt family of gluconate transporters;not involved in gluconate transport; unknown function;Derived by automated computational analysis using geneprediction method: Protein Homology.",Dispensable
E6A55_15355,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15360,"hutG",Dispensable
E6A55_15365,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15370,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15375,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15380,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15385,"hutH",Dispensable
E6A55_15390,"hutC",Dispensable
E6A55_15395,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15400,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15405,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15410,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15415,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15420,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15425,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15430,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15435,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15440,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15445,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15450,"ispH",Dispensable
E6A55_15455,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15460,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15465,"rpmB",Dispensable
E6A55_15470,"rpmG",Dispensable
E6A55_15475,"nadB",Dispensable
E6A55_15480,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15485,"nadA",Dispensable
E6A55_15490,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15495,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15500,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15505,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15510,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15515,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15520,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15525,"ileS",Dispensable
E6A55_15530,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15535,"coaBC",Dispensable
E6A55_15540,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15545,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15550,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15555,"clpA",Dispensable
E6A55_15560,"clpS",Dispensable
E6A55_15565,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15570,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15575,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15580,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15585,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15590,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15595,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15600,"murB",Dispensable
E6A55_15605,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15610,"argF",Dispensable
E6A55_15615,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15620,"rpsT",Dispensable
E6A55_15625,"murJ",Dispensable
E6A55_15630,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15635,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15640,"mutL",Dispensable
E6A55_15645,"miaA",Dispensable
E6A55_15650,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15655,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15660,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15665,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15670,"hydA",Dispensable
E6A55_15675,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15680,"purM",Dispensable
E6A55_15685,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15690,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15695,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15700,"pcnB",Dispensable
E6A55_15705,"folK",Dispensable
E6A55_15710,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15715,"panB",Dispensable
E6A55_15720,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15725,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15730,"pabB",Dispensable
E6A55_15735,"dnaJ",Essential
E6A55_15740,"dnaK",Dispensable
E6A55_15745,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15750,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15755,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15760,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15765,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15770,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15775,"glcE",Dispensable
E6A55_15780,"glcF",Dispensable
E6A55_15785,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15790,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15795,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15800,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15805,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15810,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15815,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15820,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15825,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15830,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15835,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15840,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15845,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15850,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15855,"recG",Dispensable
E6A55_15860,"queA",Dispensable
E6A55_15865,"tgt",Dispensable
E6A55_15870,"yajC",Dispensable
E6A55_15875,"secD",Dispensable
E6A55_15880,"secF",Dispensable
E6A55_15885,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15890,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15895,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15900,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15905,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15910,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15915,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15920,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15925,"purB",Dispensable
E6A55_15930,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15935,"mnmA",Essential
E6A55_15940,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15945,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15950,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15955,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15960,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15965,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15970,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15975,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15980,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15985,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15990,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_15995,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16000,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16005,"dapB",Dispensable
E6A55_16010,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16015,"fur",Dispensable
E6A55_16020,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16025,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16030,"gap",Dispensable
E6A55_16035,"tkt",Dispensable
E6A55_16040,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16045,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16050,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16055,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16060,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16065,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16070,"thiL",Dispensable
E6A55_16075,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16080,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16085,"pyrF",Dispensable
E6A55_16090,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16095,"corA",Dispensable
E6A55_16100,"mtgA",Dispensable
E6A55_16105,"aroE",Dispensable
E6A55_16110,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16115,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16120,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16125,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16130,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16135,"mpl",Dispensable
E6A55_16140,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16145,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16150,"aroQ",Dispensable
E6A55_16155,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16160,"accC",Dispensable
E6A55_16165,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16170,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16175,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16180,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16185,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16190,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16195,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16200,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16205,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16210,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16215,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16220,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16225,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16230,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16235,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16240,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16245,"rdgC",Dispensable
E6A55_16250,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16255,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16260,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16265,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16270,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16275,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16280,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16285,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16290,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16295,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16300,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16305,"Catalyzes the reversible hydration of unsaturatedfatty acyl-CoA to beta-hydroxyacyl-CoA; Derived byautomated computational analysis using gene predictionmethod: Protein Homology.",Dispensable
E6A55_16310,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16315,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16320,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16325,"incomplete; partial on complete genome; missingN-terminus and C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_16330,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16335,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16340,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16345,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_16350,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_16355,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16360,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16365,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_16370,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16375,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16380,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_16385,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16390,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16395,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16400,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16405,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16410,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16415,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_16420,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_16425,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16430,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16435,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16440,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_16445,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16450,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16455,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16460,"frameshifted; incomplete; partial on completegenome; missing N-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_16465,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16470,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16475,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16480,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16485,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16490,"ampD",Dispensable
E6A55_16495,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16500,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16505,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16510,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16515,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16520,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16525,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16530,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16535,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16540,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16545,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16550,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16555,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16560,"obgE",Essential
E6A55_16565,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_16570,"rplU",Essential
E6A55_16575,"ispB",Dispensable
E6A55_16585,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16590,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_16595,"pilB",Dispensable
E6A55_16600,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16605,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16610,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16615,"zapD",Dispensable
E6A55_16620,"yacG",Dispensable
E6A55_16625,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16630,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16635,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16640,"argJ",Dispensable
E6A55_16645,"secA",Essential
E6A55_16650,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16655,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16660,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16665,"ftsZ",Dispensable
E6A55_16670,"ftsA",Dispensable
E6A55_16675,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16680,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16685,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16690,"murG",Dispensable
E6A55_16695,"ftsW",Dispensable
E6A55_16700,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16705,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16710,"murF",Dispensable
E6A55_16715,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16720,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16725,"ftsL",Dispensable
E6A55_16730,"rsmH",Essential
E6A55_16735,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16740,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16745,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16750,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16755,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16760,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16765,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16770,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16775,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16780,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16785,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16790,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16795,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16800,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16805,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16810,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16815,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16820,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_16825,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16830,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16835,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16865,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_16870,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16875,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16880,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16885,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16890,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16895,"paaI",Dispensable
E6A55_16900,"paaF",Dispensable
E6A55_16905,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
